Word,Count
harmless,2
name],2
'..',2
Configuration,2
pmatch,2
[signal,2
flush,2
wrapper,2
Suppose,2
\equivalent,\,2
http_main.c,2
Remaining,2
uncommitted,2
\'next',\,2
protocol-specific,2
APR_EINTR,2
Strip,2
Test,2
Core,2
directories,2
mop,2
Copy,2
\(IOW,\,2
'initialize',2
fast,2
<Directory,2
good..,2
meaning,2
negotiation,2
documented,2
Bell,2
Greg,2
\present,\,2
**paddr,2
HMODULE,2
\INT_MAX,\,2
\first_child,\,2
\console,\,2
tuck,2
Interrupt,2
cleaner,2
pipelined,2
\0"\,\,2
perfectly:,2
disabled,2
\now,\,2
jgm+@cmu.edu,2
\logger,\,2
methods,2
(ap_threads_per_child,2
telling,2
ap_queue_interrupt_all(),2
Be,2
bytes_sent,2
unexpected,2
\found,\,2
concatenated,2
loops,2
occurred,2
req,2
applications,2
master,2
alternate,2
Then,2
Unblock,2
happened:,2
http://localhost///foo),2
mpm_winnt.c,2
irrecoverable,2
sec_idx,2
ServerAliases,2
\mutexes,\,2
(Failing,2
run-time,2
USE_CANONICAL_PHYS_PORT_OFF,2
Notice,2
operations),2
\ap_update_child_status_from_indexes(my_child_num,\,2
\names,\,2
custom,2
absoluteURI,2
R5,2
Initialization,2
Event,2
guard,2
\uuh,\,2
throw,2
death,2
Ames,2
ap_set_sub_req_protocol,2
FollowSymlinks,2
MERCHANTABILITY,2
continuing,2
fills,2
effectively,2
quite,2
remerge,2
\AIX,\,2
callout),2
EINTR,2
origwndprop,2
arrive,2
flushed,2
ap_remove_module(),2
denied,2
\non-negative,\,2
.conf,2
\pass,\,2
provider,2
num_listeners),2
CHILDFATAL,2
modified,2
if...we,2
Executive,2
/a/b/,2
\mod_cgi,\,2
apparently,2
exports.c,2
<Location>,2
unload,2
figure,2
consists,2
\routine,\,2
Special,2
deregister,2
*read,2
\fatal,\,2
accessors,2
start_threads,2
LOSS,2
example:,2
(not,2
HARD_SERVER_LIMIT,2
\LIABILITY,\,2
\logic,\,2
generated,2
encountered,2
Bellcore,2
obvious,2
%,2
character),2
appended,2
respond,2
batch,2
\per_dir_config,\,2
(eg:,2
2000,2
resides,2
GetStdHandle(STD_INPUT_HANDLE);,2
processors,2
segfault,2
itself,2
PROVIDED,2
launch,2
CONSEQUENTIAL,2
Because,2
FreeBSD,2
\open,\,2
APACHE_MPM_BEOS_H,2
writer,2
signals..,2
Retrieves,2
anyone,2
AllowOverride,2
rare,2
owner,2
9x,2
\Spyglass,\,2
SCM's,2
UseCanonicalName,2
(mostly),2
\entry,\,2
\listener,\,2
changing,2
up;,2
bug,2
end-of-line,2
walks,2
be),2
expects,2
IF,2
Tack,2
Dealing,2
MaxRequestsPerChild),2
double,2
\E[NM]FILE,\,2
preloaded,2
1.3),2
eliminate,2
all_dead_threads,2
*pHook;,2
statement,2
access_checker,2
lr,2
GetCurrentProcessId());,2
separated,2
Prevent,2
time(NULL),2
computes,2
prioritize,2
';',2
variable--and,2
PTHREAD_CREATE_JOINABLE,2
today,2
stupid,2
delim,2
however,2
\option,\,2
coding,2
eg,2
wishes,2
pointed,2
pair,2
nesting,2
fall,2
member,2
rv,2
seeing,2
leak,2
\hc,\,2
start_mutex,2
helps,2
copies,2
ap_vrprintf_data,2
serve,2
read/write,2
blong,2
great,2
argv,2
person,2
beers,2
ap_real_exit_code,2
!one_process,2
r->server,2
Perchild,2
chained,2
split,2
billion,2
master_main(),2
capturing,2
occurrence,2
DEFAULT_LOCKFILE,2
<VirtualHost,2
favorably,2
runtime,2
Based,2
\SOFTWARE,\,2
join_workers,2
specifying,2
By,2
jobs,2
\EOS,\,2
choose,2
\e.g.,\,2
treat,2
dotted,2
o,2
Pass,2
CALLBACK,2
filled,2
subclassed,2
\notice,\,2
interesting,2
WndProc,2
Have,2
We're,2
shifted,2
\then,\,2
And,2
potentially,2
allocates,2
ServerAlias,2
-----------------------------------------------------------------------------,2
SIGWINCH,2
\do,\,2
\type,\,2
directly:,2
\far,\,2
Call,2
\apr_file_pipe_timeout_set((*pod)->pod_in,\,2
CARNEGIE,2
BUT,2
none),2
APR_FINFO_LINK,2
r->bytes_sent,2
\understood,\,2
accesses,2
optimization:,2
ring,2
concatenating,2
noted,2
Initial,2
OUT,2
SIG_IGN,2
LIMITED,2
Hopefully,2
pre-flight,2
power,2
aid,2
\Hostetler,\,2
this;,2
\segment,\,2
hhkGetMessage,2
UnhookWindowsHookEx(hhkCallWndProc);,2
Push,2
escape_path_segment(),2
wipe,2
hosting,2
-C,2
</VirtualHost>,2
\length,\,2
AP_MPM_WANT_PROCESS_CHILD_STATUS,2
progress,2
pizza,2
middle,2
Could,2
'sd',2
owes,2
digit,2
delivery,2
1991,2
declaration,2
everywhere,2
low,2
AP_SIG_GRACEFUL_STOP,2
\Unfortunately,\,2
LocationMatch,2
DEFAULT_THREAD_LIMIT,2
protected,2
ctx->b,2
ARISING,2
noting,2
copying,2
SIGUSR1,2
\closed,\,2
quoted-string,2
saving,2
quit,2
represents,2
hmodThis,2
ap_find_loaded_module_symbol,2
1.3,2
one_big_mutex,2
abort,2
stays,2
req_override,2
\enabled,\,2
APACHE_MPM_PREFORK,2
white,2
\0,2
Two,2
\"\error"\\,2
versions,2
(what,2
choice,2
1994,2
SHALL,2
encode,2
Ordinary,2
IS,2
MIME,2
\locks,\,2
ap_signal_parent(SIGNAL_PARENT_RESTART),2
4kB,2
notes,2
termination/,2
worker_thread,2
a),2
Grump,2
LWS,2
Match,2
make_sock,2
password,2
any_dying_threads,2
user's,2
increase,2
storage;,2
past,2
minimize,2
Obtain,2
\USE,\,2
success/failure,2
\cache,\,2
area,2
(such,2
locks,2
index_of_response(),2
Single,2
comments,2
producer/consumer,2
100ms,2
Retrieve,2
apr_pollset,2
documentation,2
manage,2
SIGKILL,2
\graceful"\)\,2
APLOG_DEBUG,2
whack,2
Gain,2
atomically,2
WM_QUERYENDSESSION,2
cas-based,2
nicer,2
<Location,2
vector,2
-D,2
precondition:,2
perform_idle_server_maintenance,2
+/-,2
256..,2
Under,2
3/21/93,2
shows,2
minutes,2
subdirectories,2
module-specific,2
\termination/restart,\,2
dirent,2
persistent,2
Illinois,2
reader,2
(for,2
branch,2
recreate,2
\DbgPrintf("\H\,2
you've,2
process->pool,2
prefork,2
alloc,2
mixed,2
\entries,\,2
below),2
independent,2
NEGLIGENCE,2
nonblocking,2
POD,2
subrequests,2
hopes,2
pops,2
\region,\,2
INT_MAX,2
sooner,2
maintain,2
extracted,2
cache->cached,2
exit_event,2
invariant,2
anymore..,2
\input,\,2
10.1.1.1>,2
\match-any-address,\,2
popper,2
becomes,2
backcompat,2
speed,2
${ENV},2
\Apache,\,2
goofy,2
biggy,2
program,2
revert,2
display,2
DllMain,2
consumed,2
minor,2
post,2
helpers,2
FIN,2
\condition,\,2
major,2
compromise,2
interest,2
NNTP,2
WM_SHUTDOWN,2
significant,2
ApacheWin95ServiceMonitor,2
settings,2
\SERVER_STARTING,\,2
forward,2
again),2
WSADuplicateSocket,2
remote,2
interface,2
detach,2
waits,2
\URL,\,2
ChangeServiceConfig2,2
GprofDir,2
(barring,2
Communications,2
safety,2
Jeff,2
head,2
downcase,2
merges,2
child_exit_event,2
Yuck,2
\end,\,2
reports,2
reads,2
sub_request,2
escaping,2
management,2
join_start_thread(),2
consumption,2
these..,2
minus,2
'pool',2
mutex-protected,2
quickhandler,2
amount,2
(but,2
meta-list,2
tail,2
\etc.,\,2
3:,2
\"\life_status"\\,2
\us,\,2
MELLON,2
modify,2
detaching,2
\leak,\,2
vectors,2
NEVER,2
Applications,2
S,2
stopper,2
communicate,2
briefly,2
forcefully,2
\event,\,2
listener_os_thread,2
bail,2
hhook,2
reconfiguration,2
caches),2
especially,2
pHook,2
*current,2
longjmp();,2
ConfigArgs,2
\comment,\,2
process/thread,2
internal_fast_redirect'ed,2
should-not-occur,2
dir_conf,2
\requests,\,2
thru,2
awaiting,2
G,2
John,2
ap_LINK_post_config_t,2
\CONTRACT,\,2
reception,2
(n,2
Consider,2
wants,2
Robert,2
\machine,\,2
BONE,2
OS2,2
\mpack,\,2
corrupt,2
queue_info's,2
taking,2
cleanly,2
subsequent,2
basename,2
former,2
several,2
Neither,2
(dorking,2
(used,2
optimization..,2
APR_HAS_SHARED_MEMORY,2
indicative,2
\assumptions,\,2
\workers_may_exit,\,2
-DNO_DETACH,2
\"\ThreadsPerChild"\\,2
\specify,\,2
I've,2
eat,2
sscanf,2
linux,2
ignores,2
Location,2
\yeah,\,2
captured,2
deserve,2
\process_status,\,2
CONTRIBUTORS,2
*********************************,2
per-dir,2
signed,2
APACHE_MPM_OS2,2
\Hook,\,2
addition,2
sub,2
outer,2
sar,2
\1,\,2
poor,2
\right,\,2
Permission,2
continue'd,2
re-escape,2
NUL-terminate,2
Allow,2
Increase,2
(forced),2
EVENT,2
steps,2
significantly,2
allocations,2
mapped,2
now;,2
\"\MaxRequestsPerChild\,2
processes',2
complain,2
<Files,2
channel,2
APACHE_MPM_NETWARE,2
performed,2
LISTENER_SIGNAL,2
awake,2
surface,2
\TO,\,2
penalties,2
somebody,2
issued,2
comparisons),2
os_escape_path(),2
trace,2
objects,2
insert_filter,2
severe,2
SOFTWARE,2
hot,2
tracks,2
APR_EOF,2
re-create,2
decrement,2
io,2
Even,2
cleaned-up,2
huge,2
Until,2
\i,\,2
APEXIT_NETDOWN,2
backslashes,2
Advance,2
child_main(),2
Unicode,2
How,2
tag,2
Doing,2
dynamically,2
helper,2
cached,2
NameVirtualHosts,2
preflight,2
UNC,2
PostMessage,2
apr_pool_t,2
strstr(),2
callback,2
shutdown_event,2
\nlm,\,2
held,2
COPYRIGHT,2
\write,\,2
#ifndef,2
tty's,2
big,2
base,2
CTRL_LOGOFF_EVENT,2
following:,2
tricks,2
modification,2
clobbered,2
clearer,2
ideal,2
APR_ENOTDIR,2
explanation,2
read_handles,2
programmer,2
per_dir_config,2
file_walk,2
\boxes,\,2
cheating,2
WITH,2
AP_DEBUG,2
case:,2
ARE,2
usable,2
child..,2
(Bellcore),2
\'=',\,2
\Research,\,2
SO_LINGER,2
mind,2
backtrace,2
traffic,2
mini-merge,2
distinguish,2
signalling,2
parameters,2
SetConsoleCtrlHandler,2
wow,2
Myers,2
MAX_SECS_TO_LINGER,2
AP_MPM_WANT_WAIT_OR_TIMEOUT,2
Apache's,2
merge-result,2
skipping,2
md5,2
counting,2
.,2
included,2
CallNextHookEx,2
(on,2
\clear,\,2
WM_CLOSE,2
\order,\,2
receive,2
\valid,\,2
\received,\,2
Callback,2
(hhkCallWndProc),2
description,2
up..,2
satisfy,2
\LISTENER_SIGNAL)"\\,2
CreateProcess,2
\status,\,2
\9x,\,2
v1,2
interjects,2
to..,2
idle-loop,2
pathnames,2
configurations,2
Let's,2
USE_CANONICAL_PHYS_PORT_UNSET,2
fork(),2
AP_DECLARE(int),2
noop,2
etc.),2
service/monitor,2
heading,2
WHETHER,2
bus,2
delivered,2
apr_setup_signal_thread,2
QNX,2
\"\MaxClients"\\,2
csd,2
reserved,2
children...time,2
RLIMIT,2
Shut,2
parts,2
folks,2
automatically,2
exclusively,2
fault,2
publicity,2
<DirectoryMatch>,2
statistics,2
prematurely,2
FDQUEUE_H,2
quad,2
-c,2
therefore,2
known,2
BUFF,2
minimal,2
workings..,1
src/os/unix,1
Config,1
features,1
header's,1
recognized,1
Terminate,1
daemon,1
omit,1
identify,1
ap_default_type(r),1
close_handle_in_child(),1
Received,1
\matches,\,1
\complex,\,1
\(lowercase,\,1
possibility,1
\record,\,1
\changes,\,1
'<Foo,1
mpm_winnt,1
Ugh,1
tell_workers_to_exit(),1
managed,1
setuid(),1
event/fdqueue.h,1
endianness),1
ago),1
leaving,1
them)..,1
(producing,1
oddly,1
TERM),1
pipelining,1
considering,1
script-type,1
serialization,1
Exchange,1
Avoid,1
waittime,1
std,1
caveats:,1
epoll,1
cases),1
precompiled,1
\responses,\,1
mine,1
dependencies,1
APR_SUCCESS/APR_REG,1
\128*1024,\,1
\arguments,\,1
win*_get_connection(),1
\Method,\,1
pre-loaded,1
bundling,1
noooo..,1
\relevant,\,1
marginally,1
ment,1
accessed,1
\constant,\,1
HandlerRoutine's,1
\FreeBSD,\,1
set;,1
malloc/free,1
*once*,1
directive),1
forwarding,1
finally,1
joiner,1
/../),1
\URI,\,1
(with,1
\signalled,\,1
httpd@ncsa.uiuc.edu,1
POSTs,1
waitpid(),1
understood,1
plop,1
optbuf[1],1
close(),1
NB,1
plog's,1
retain,1
\HTTP,\,1
latest,1
\absolute,\,1
DCOM,1
gettime,1
sufficiently,1
server_root,1
ap_die,1
burning,1
\arriving,\,1
\ap_update_connection_status(conn->id,\,1
(tog,1
\fork,\,1
lb,1
DBINFO_ON,1
compatible,1
permits,1
buckets:,1
\$0-$9,\,1
\r->uri,\,1
customary,1
Unfortunately,1
\sh,\,1
\occasionally,\,1
ISO-8859-1,1
file.],1
networking,1
term,1
\backends,\,1
higher-up,1
Original,1
AP_NONBLOCK_WHEN_MULTI_LISTEN,1
mpm.h,1
zero),1
horribly,1
IS_MAIN,1
forgotten,1
welcome,1
Urbana-Champaign,1
destinay,1
transient,1
dir_merged,1
\2,\,1
\deferred_write_pool,\,1
\utf-8,\,1
uh,1
\specs,\,1
arithmetic,1
more's,1
md5.c:,1
y10k,1
sendfile,1
Compile,1
bare,1
->setaside(),1
incidentally,1
remove_job,1
\location,\,1
\INDIRECT,\,1
\reaped,\,1
\tsch,\,1
SERVICES;,1
overridden,1
reinit,1
Switch,1
\occurred,\,1
ap_get_server_banner(),1
\"\http_core.c"\\,1
ThreadDispatchIOCP,1
SIGBUS,1
(ie,1
unistd.h,1
WinNT/9x,1
\"\//host/foo/"\\,1
generation's,1
accomplished,1
managing,1
cut,1
\Indeed,\,1
\destroy,\,1
evaluated,1
tandem,1
compilers,1
\[Win95,\,1
Oh,1
escaped),1
EFAULT,1
(i.e,1
800-odd,1
\cannot,\,1
table-based,1
link-local,1
childs,1
winoldap.mod,1
\commands,\,1
selected,1
paths:,1
\pipelined,\,1
iterations,1
visa,1
crap,1
merging),1
spaces),1
Fileinfo,1
cross-compiled,1
slight,1
\statistics,\,1
Define,1
(nonexistant),1
destroy_sub_req,1
\defintion,\,1
prevents,1
later],1
before..,1
!stop,1
\"\ps\,1
whereas,1
coordinate,1
2616,1
Declare,1
non-header,1
netware/mpm_default.h,1
http_core,1
Size,1
m,1
'warning',1
\started,\,1
name_vhost,1
Unix;,1
\EXEMPLARY,\,1
systems),1
BF,1
Arguments:,1
sign,1
descendent,1
Description,1
Killing,1
%4,1
\"\children"\\,1
Redistribution,1
Heidemann,1
\mpm_winnt.c,\,1
keep_alive_timeout,1
**data,1
ap_getparents(),1
interested,1
live,1
Listener,1
goings,1
*s),1
question..,1
\contexts,\,1
parms,1
\mod_core.c,\,1
Startup/shutdown..,1
new_file,1
implict,1
throughput,1
begging,1
doubts,1
if:else,1
Thoroughly,1
Valid,1
util_date.c,1
xx/../,1
\tokens,\,1
\normally,\,1
thrashing..,1
\call),\,1
ap_vformatter,1
wacked,1
clear_handle_list(),1
\alone,\,1
server_hostname,1
.1,1
prints,1
content-md5,1
;parameter=foo,1
sizeof(foo),1
overcome,1
rewrite_args(),1
light,1
605,1
non-regex,1
\strcmp,\,1
\ignored"\;\,1
codes;,1
sophisticated,1
pulls,1
spans,1
ServerPath,1
Windows9xServiceCtrlHandler,1
child_ready_event,1
\*aszPre,\,1
configuration's,1
draft:,1
encoded,1
Extern,1
\HTTP/0.9,\,1
*FPIN,1
--------------,1
Expectation,1
LoadModule,1
apr_sendfile,1
main_s->next,1
\macro,\,1
while...,1
\80,\,1
cleared;,1
\parent),\,1
\"\ApacheWin95ServiceMonitor"\\,1
I/O,1
s2,1
empty),1
64,1
context->accept_socket,1
Max,1
read;,1
ap_server_confname,1
Win2K/XP,1
winnt_accept(),1
\dying,\,1
enabled,1
host:port,1
internal/external,1
(hidden),1
\Win2000,\,1
-l,1
jump,1
sane,1
disconnects,1
unneeded,1
Iterate,1
restriction,1
subclassing,1
beos/mpm_default.h,1
prefixed,1
./,1
truth,1
HTTP/0.1000,1
\possible,\,1
WM_NULL,1
\Hummm,\,1
Win9*,1
regexp,1
width,1
preg,1
hadn't,1
Parses,1
ago,1
stripped,1
sizeof(ap_LINK_post_config_t));,1
embedded,1
isn't..,1
windows.h,1
HARD_THREAD_LIMIT,1
notifies,1
inherited!),1
(modification,1
computing,1
ip:port,1
find_ready_listener(),1
apr_file_open_stdout(),1
handshake,1
Apache..,1
now),1
\>,\,1
%9',1
National,1
BS2000,1
(all,1
one's,1
tucked,1
DATA,1
nmatch,1
-prior-,1
(RPC),1
HTTP_FILTER,1
AP_MPM_WANT_SET_STACKSIZE,1
generate,1
non-portable,1
Regular,1
(check,1
During,1
r->file_is_symlink),1
under:,1
fairly,1
leaks,1
\okay,\,1
discretion,1
executable..,1
\*cv,\,1
values..,1
\something,\,1
installing,1
/a/,1
socksts,1
\demand,\,1
ServerTokens,1
AP_DECLARE(apr_array_header_t,1
\needed,\,1
files..,1
power-of-two,1
sub_req_lookup_uri(),1
last_field,1
cr,1
libmap.conf`),1
\Simply,\,1
glibc,1
segment..,1
consuming,1
mismatches,1
4.0,1
intensive,1
comma,1
pumps,1
supplementary,1
forensic,1
hhkCallWndProc;,1
hung,1
\__FILE__="\*POSIX(/usr/include/stdio.h)"\\,1
--in,1
ap_run_create_connection,1
explaining,1
\filenames,\,1
convert,1
Bogus,1
headers),1
\delimiter,\,1
closely,1
ap_explode_recent_gmt(),1
revoked,1
\Uh-oh,\,1
THEORY,1
\util_time.h,\,1
(hopefully),1
3299,1
requirements,1
UNIX;,1
read),1
\Resource,\,1
\directive,\,1
http://www.ics.uci.edu/pub/ietf/http/draft-ietf-http-connection-00.txt,1
thread-safe,1
ON,1
_hooks.link_post_config,1
0;,1
\make_child),\,1
c:/a/,1
\connections),\,1
conn->server,1
\core.override,\,1
similar,1
\Ok,\,1
18:31:41,1
Would,1
deliberately,1
machine-dependent,1
inheritable,1
Alive,1
msg,1
automagically,1
winnt/mpm_default.h,1
Remote,1
signify,1
\bogus,\,1
invalidating,1
accumulate,1
addresses/names,1
:-),1
[WinNT,1
Supercomputing,1
@return,1
FALLTHRU,1
logoff/shutdown,1
r->filename);,1
limit),1
greater,1
r_flush,1
P's,1
ap_signal_parent(SIGNAL_PARENT_SHUTDOWN),1
\to,\,1
morph,1
consumer,1
\collide,\,1
pattern..,1
relaunch,1
[::],1
startseg,1
confused,1
Upon,1
Global,1
Our,1
Flush,1
in-sync,1
nOrder),1
test_char_table,1
Perl,1
adjuncts,1
backward,1
subrequest's,1
dedicated,1
fd's,1
VPN,1
registering,1
impossibly,1
\nice,\,1
len,1
c),1
\"\yup\,1
Keep-Alive,1
I'd,1
\authn/authz,\,1
rc,1
+3,1
writers,1
anonymous,1
\apr_vformatter_buff_t,\,1
brokenness,1
cared,1
Determine,1
autoindex,1
\puke,\,1
<LocationMatch>,1
trade-off,1
Timeout,1
\worker,\,1
AP_MPM_WANT_FATAL_SIGNAL_HANDLER,1
win9*_accept(),1
\headers,\,1
preprocessor,1
convoluted,1
Replace,1
\signal_name_prefix,\,1
Hazel,1
decides,1
warranty,1
manually,1
timed,1
\Revert,\,1
CallWndProc(INT,1
extension?),1
%5,1
interpolation,1
\method,\,1
RFC2068),1
\real,\,1
moral,1
www.example.com,1
tails,1
computed,1
\1"\\,1
encounter,1
generates,1
subreq,1
prefork/mpm_default.h,1
USE_SO_LINGER,1
mass,1
service/console,1
Outch..,1
check_restart(),1
(either,1
dll's,1
attached,1
\stderr_pool,\,1
restores,1
posted,1
apr_date_parse_http(),1
(default,1
(RSRC_CONF|OR_ALL)&~(OR_AUTHCFG|OR_LIMIT);,1
true/false,1
hPipeWrite,1
SUCCESS,1
stop),1
Delete,1
measurable,1
'add',1
performs,1
\result,\,1
NO_LINGCLOSE,1
\YMMV,\,1
CTRL_EVENTs,1
svc,1
args..,1
Expect,1
assert,1
stderr's,1
cfg_open_custom(),1
Salz,1
identical,1
prepare,1
preceding,1
Recycle,1
\StartService),\,1
apr_dir_read,1
Translate,1
'seconds',1
gen_test_char.c,1
notably,1
module's,1
crazy,1
\per-Port,\,1
DBG,1
**********************************************************************,1
apr,1
xx/.,1
ACTION,1
Path,1
lr->next,1
functions..,1
Fixup,1
\child,\,1
ap_get_server_port(),1
Epoll,1
Windows9x,1
#defined,1
remove_job(),1
arrays,1
c-t,1
ServerRoot\bin,1
Borrow,1
POST),1
mpms,1
threshold,1
lists,1
and:,1
Philip,1
ap_escape_html,1
consume,1
pHook->nOrder,1
oooh,1
Normally,1
(by,1
\*m,\,1
optimization;,1
Link,1
inserted,1
Flag,1
ap_piped_log_write_fd(pl);,1
genuine,1
annoying,1
\r->hostname,\,1
\"\"\\,1
loosely,1
EF,1
1123,1
\fit,\,1
late,1
present,1
'filename',1
pointless,1
scope,1
authenticate,1
project,1
commit,1
overallocate,1
here.),1
dword,1
EINVAL..,1
'\015',1
restore,1
MOST,1
separator,1
pre_mpm,1
\<FilesMatch>,\,1
Throw,1
possibilities,1
setups,1
id),1
types,1
customers,1
filter;,1
slosh,1
'keep,1
-L,1
\"\e:/"\\,1
dereferenced,1
Written,1
measure,1
reconfigure,1
\FreeBSD),\,1
add_job()/remove_job(),1
\optimized,\,1
Good,1
\ACTION,\,1
allocator,1
(opts_add,1
Monitor,1
12345678901234567890123456789,1
\loggers,\,1
apr_brigade_write()),1
APACHE_MPM_EVENT_H,1
AP_TIME_RECENT_THRESHOLD',1
stuffing,1
effects,1
newline,1
callbacks,1
considered,1
subdirectory,1
here:,1
\INCIDENTAL,\,1
LimitXMLRequestBody,1
thus,1
XXXXXX,1
behave,1
transition,1
%6,1
call..,1
done;,1
\"\canonical"\\,1
unusual,1
(faster),1
conn_rec,1
occuring,1
completes,1
Win95,1
AP_MPM_WANT_SET_ACCEPT_LOCK_MECH,1
\well),\,1
enter,1
\Create,\,1
'now,1
positive:,1
maintanence,1
correlate,1
'service',1
\chain,\,1
assist,1
simulating,1
400,1
proven,1
Or,1
framework,1
*this,1
Called,1
\unloaded,\,1
\GMT"\\,1
IO,1
(pc),1
<ph10@cam.ac.uk>,1
optional,1
\table,\,1
must..,1
;),1
vars..,1
shutdown(),1
\"\name"\\,1
_NOW_,1
\(argv[0],\,1
AP_MPM_WANT_SET_GRACEFUL_SHUTDOWN,1
BRIGADE_NORMALIZE(),1
silently,1
\path_info,\,1
ap_regcomp(),1
unsupported,1
seem,1
\:,\,1
Completed,1
reimplemented,1
behavior.),1
\*plog,\,1
Invalid,1
touched,1
reasonable,1
DUMP_VHOSTS,1
distribute,1
trick,1
periodic,1
'ErrorLog,1
glomed,1
otherwise:,1
thing..,1
validity,1
'\012',1
\v2,\,1
losing,1
core-provided,1
DISCLAIMS,1
non-,1
\platform,\,1
pworker,1
(even,1
success,1
\"\not\,1
'dir',1
server_limit,1
\,1
twisted,1
field-value:,1
Host-sending,1
temporarily,1
(res,1
mime,1
normalising,1
03-06-95,1
\apr_size_t),\,1
RESULTING,1
button,1
\kinder,\,1
Init,1
mod-proxy,1
\htaccess,\,1
groups,1
_always_,1
AP_MODE_PEEK,1
suspect,1
needed!!,1
Loop,1
accpet,1
URI..,1
mess,1
#if,1
\ENOTDIR,\,1
target's,1
bitmask,1
duplicates,1
apr_array_header_t,1
SIGFPE,1
\errors,\,1
lstat,1
physical,1
%00,1
INTERRUPTION),1
1998-10-03,1
second:,1
\"\80"\,\,1
\shot,\,1
_dup2(),1
folding:,1
escape_shell_cmd,1
accordingly,1
caller's,1
\environments,\,1
ic->server,1
selecting,1
raw,1
Wake,1
\from,\,1
IP-based,1
moment,1
sit,1
service..,1
POSSIBILITY,1
teased,1
reveal,1
load,1
If...we,1
@deffunc,1
++n),1
\over-optimized,\,1
auxillary,1
overrun,1
\server_root,\,1
update_child_status,1
them),1
legacy,1
clients),1
converting,1
lookup_uri,1
repeat,1
&_hooks.link_post_config);,1
OTHER,1
WORKER_SIGNAL,1
CERN,1
MAKES,1
AP_REG_E*,1
again..,1
\IRIX,\,1
pcalloc),1
\etc,\,1
_not_,1
truename,1
other_child,1
if/when,1
conf->r,1
second;,1
availeble,1
revamped,1
\Again,\,1
%z,1
connects..,1
sword..,1
MATERIAL,1
v2,1
\ITERATE,\,1
@author,1
\ImagePath,1
AN,1
\problems,\,1
\Multi-process,\,1
vhost.c,1
\EXHAUSTIVE,\,1
ControlService,1
SERVER_BASEVERSION,1
searched,1
(especially,1
game,1
play,1
win9x_accept(),1
creats,1
exceptional,1
15000,1
conf_vector,1
\vhost,\,1
indices,1
treated,1
Fall,1
looked,1
Calls,1
posix,1
*that*,1
\interesting,\,1
Function,1
request..,1
bytect,1
\apr_hook_debug_show("\post_config"\,\,1
CONCURRENT,1
(implicit),1
queue;,1
LoadLibrary(myname);,1
\enough],\,1
fragment,1
server_banner,1
tied,1
arrived,1
quotes,1
inst_argv,1
(opts,1
getpgid(),1
Failed,1
directory),1
HEAD,1
Debugging,1
MPMs,1
\complete,\,1
invoking,1
TORTIOUS,1
Filled,1
multi-process,1
pid-appended,1
\CTRL_SHUTDOWN_EVENT,\,1
settle,1
2.1,1
remains,1
puppy!!,1
erroneously,1
<LimitExcept>,1
lethal,1
fields..,1
pchild,1
\thru,\,1
SCM..,1
\addresses,\,1
'%1,1
Chances,1
(it,1
\_default_,\,1
Transfer-Encoding,1
opposed,1
contributed,1
symbols,1
Leading,1
vhost-rooted,1
limits,1
\continuation,\,1
CTRL_SHUTDOWN,1
nt_eventlog.c:,1
Rights,1
:,1
b),1
extreme,1
\matter,\,1
https://www.example.com:443,1
queued,1
buggy,1
\handled,\,1
Needs,1
bind_addr,1
Sent,1
/symlink/),1
\apPID_restart,\,1
\**arg,\,1
Cookies,1
\happens,\,1
ends,1
operation..,1
bucket),1
derived,1
context--,1
(local),1
HTTP_HEADER,1
*everything*,1
allowing,1
remained,1
endorse,1
exported,1
displays,1
flaws,1
accomplish,1
\"\as\,1
refer,1
sans,1
config],1
span,1
duplicating,1
beos/mpm.h,1
wrt,1
(hurts,1
Services/us/Parameters,1
invokes,1
\passed,\,1
Eliminate,1
gpfault,1
WSAPROTOCOL_INFO,1
counted,1
(temporary),1
regardless,1
Which,1
SCManager,1
yet),1
exception:,1
differences,1
reject,1
recording,1
\"\Apache"\\,1
absence,1
situation;,1
quick..,1
hardcoded,1
vformatter,1
can/should,1
\r->per_dir_config,\,1
warned,1
Rich,1
rewrite_args],1
eliminated,1
time(),1
\"\|..."\';\,1
NULL),1
HKLM\System\CurrentControlSet\Services\[service,1
(path,1
10,1
char),1
trees:,1
monitors,1
(If,1
Includes,1
ap_note_auth_failure(),1
\includes,\,1
arr_elts_getstr(),1
Windoes,1
\substring,\,1
AP_MPM_WANT_SET_LOCKFILE,1
\used,\,1
barf,1
/foopath,1
100%,1
ips,1
relies,1
\component,\,1
redone,1
trapped,1
Split,1
wakeup,1
failed..,1
adds,1
AP_MPM_WANT_SIGNAL_SERVER,1
individually,1
ConsoleCtrlHandler,1
hw_tty,1
(Unix,1
signal_restart_name,1
host's,1
failed-to-meet-condition,1
(!_hooks.link_post_config),1
FreeLibrary,1
describing,1
Subclass,1
mod_nw_ssl,1
disconnected),1
\"\Host:\,1
APACHE_MPM_MPMT_OS2_H,1
APACHE_MPM_WORKER_H,1
\PROFITS,\,1
forces,1
...ServiceMonitor,1
bzero(),1
request_internal,1
Board,1
compilation,1
banner,1
ap_hook_get_post_config(void),1
close_worker_sockets(),1
192,1
implmentation,1
missing-'>',1
inability,1
folded,1
\Parameters\ConfigArgs,1
suffer,1
\main,\,1
Cache,1
Aught,1
\"\Protocol"\,\,1
\perform,\,1
